ZTFID,OID,IAUID,RA,Dec,peakt,peakfilt,peakmag,peakabs,duration,rise,fade,type,redshift,b,A_V
ZTF22aavcvgd,826207200011857,SN2022pjs,18:03:52.27,+61:53:38.3,1794.78,r,17.7396,-17.84,>26.014,>10.99,15.024,SN II,0.029,29.24947651,0.107
ZTF22aavbezc,553216400000584,SN2022qfp,01:24:00.30,+21:43:45.4,1793.9,r,18.7574,-19.01,>19.644,>10.94,8.704,SN Ia,0.078,-40.5113668,0.13
ZTF22aavbcky,294211200041952,SN2022phj,23:59:48.78,-15:42:54.3,1782.96,g,18.8669,-17.38,>30.123,>0,>30.123,SN II,0.039,-73.45210997,0.087
ZTF22aavakpj,294208200024495,SN2022pot,23:52:40.11,-17:12:23.0,1793.94,g,18.3585,-19.30,26.218,10.272,15.946,SN Ia,0.075,-73.18516128,0.068
ZTF22aauvfay,849207200036909,SN2022pib,18:34:13.09,+69:06:07.8,1790.8,g,18.5978,-19.50,24.584,7.888,16.696,SN Ia,0.087,26.73222439,0.162
ZTF22aauurbv,1828212200033960,SN2022pgf,15:11:41.90,+59:49:12.2,1799.7,r,15.1266,-17.64,26.339,11.267,15.072,SN II-pec,0.00821,49.49809048,0.031
ZTF22aausgkx,292208300028478,SN2022pdy,22:52:42.79,-25:38:13.6,1789.9,g,18.2615,-19.45,30.447,7.491,22.956,SN Ia,0.077,-63.42964451,0.067
ZTF22aauhism,866213100030642,SN2022pcc,21:16:54.84,+79:14:59.1,1789.84,r,18.3766,-19.10,22.889,7.051,15.838,SN Ia,0.058,20.45943021,0.563
ZTF22aaudftc,441203200008167,SN2022pfp,21:12:27.20,-05:10:01.1,1789.85,r,17.9117,-19.11,>32.996,>9.91,23.086,SN Ia,0.0488,-33.55086217,0.474
ZTF22aaudeny,390213300018814,SN2022pag,21:40:41.13,-07:30:54.0,1790.84,g,17.3888,-18.46,20.278,8.002,12.276,SN Ia,0.032,-40.81347383,0.118
ZTF22aatuxjc,551206300009151,SN2022pak,00:36:04.76,+17:48:33.2,1788.93,r,18.847,-19.75,>27.928,>10,17.928,SN Ia,0.11,-44.90836491,0.207
ZTF22aatunnt,493209200016707,SN2022oxj,21:43:19.02,+05:34:50.9,1797.86,r,18.6962,-17.77,34.959,19.028,15.931,SN Ib,0.04,-34.01470913,0.329
ZTF22aatuatn,725203300042073,SN2022oxb,17:54:07.64,+37:35:35.2,1783.8,g,18.1284,-19.43,>24.357,>6.96,17.397,SN Ia,0.07,26.91621849,0.11
ZTF22aattwsv,286214400022031,SN2022oyc,20:13:20.55,-21:48:29.5,1783.88,r,17.7051,-18.78,>23.759,>7.04,16.719,SN Ia,0.0397,-27.28708765,0.374
ZTF22aattfmb,1764216300041704,SN2022oyp,18:05:13.16,+46:52:49.5,1814.74,r,18.6692,-16.45,81.513,35.319,46.194,SN II,0.02349,27.04484066,0.112
ZTF22aatnyqk,633202100035957,SN2022oxt,16:40:14.83,+23:45:54.2,1787.75,g,17.3204,-18.78,25.156,7.227,17.929,SN Ia,0.036,38.6794381,0.111
ZTF22aatlhve,622206300015244,SN2023bmj,11:07:21.91,+24:59:13.8,1993.93,g,17.8393,-18.85,>26.223,>9.04,17.183,SN Ia,0.04864,66.57025601,0.056
ZTF22aatfjcy,1680213300045499,SN2022paz,18:05:09.01,+32:09:00.9,1797.81,g,18.1123,-19.33,45.048,19.059,25.989,SN IIn,0.066,23.19134914,0.127
ZTF22aataizc,631216300025380,SN2022ouh,15:19:50.03,+28:14:09.4,1784.72,g,18.5948,-19.27,29.35,8.343,21.007,SN Ia,0.082,57.25757989,0.075
ZTF22aasygdq,798206300041979,SN2022oqx,18:40:47.55,+53:58:25.8,1786.79,r,18.8324,-18.96,25.059,13.977,11.082,SN Ia,0.079,23.14649721,0.122
ZTF22aasyada,760215400023028,SN2022ovw,15:31:14.52,+50:16:43.8,1786.7,g,17.9477,-19.54,25.626,10.444,15.182,SN Ia,0.06996,51.8806712,0.051
ZTF22aasxakz,491216200059266,SN2022oxd,20:23:11.63,+08:11:06.2,1787.87,g,17.6167,-19.04,23.995,11.389,12.606,SN Ia,0.04,-16.1658975,0.386
ZTF22aasppdz,393204100026445,SN2022onc,22:46:13.80,-12:18:11.0,1782.93,r,18.3453,-19.68,25.719,10.657,15.062,SN Ia-91T,0.087,-57.15488131,0.14
ZTF22aaspkif,391211400007209,SN2022pjl,21:56:40.95,-09:30:52.3,1787.86,g,17.8341,-20.01,21.863,4.144,17.719,SN II,0.0805,-45.24067444,0.094
ZTF22aasojye,772213300039732,SN2022omr,23:41:41.10,+50:02:58.9,1778.9,r,18.7356,-16.76,>47.864,>10.02,37.844,SN II,0.023,-11.28306473,0.619
ZTF22aasmlyn,330205400151264,SN2022onh,17:14:33.37,-18:21:08.7,1775.77,r,18.8113,-19.29,>0.04,>0,>0.04,SN Ia,0.073,11.71100668,0.707
ZTF22aasmgbb,719202400015187,SN2022ore,14:37:27.74,+37:35:08.9,1782.75,r,18.0844,-19.46,>19.041,9.021,>10.02,SN Ia,0.073,65.40299215,0.03
ZTF22aaskqie,501211400015389,SN2022ojw,01:00:36.88,+12:29:06.4,1783.96,r,17.3259,-19.24,25.564,12.554,13.01,SN Ia,0.044,-50.32396914,0.193
ZTF22aasdtcq,772205300024551,SN2022orh,23:42:32.91,+46:07:03.1,1778.95,r,18.2386,-18.45,21.074,11.107,9.967,SN Ia,0.045,-15.10588186,0.288
ZTF22aarwwyy,648204400006405,AT2022ofv,23:50:24.86,+29:52:56.9,1772.96,r,18.2219,-18.39,14.017,6.86,7.157,SN Ic-BL,0.0472,54.53572324,0.072
ZTF22aarwtqp,596216100036926,SN2022okh,21:58:16.34,+22:21:47.4,1775.89,r,18.9318,-19.25,24.518,9.438,15.08,SN Ia,0.096,54.53572324,0.072
ZTF22aarvtbb,824211400038354,SN2022ohu,16:25:24.61,+62:39:25.0,1776.74,r,18.9494,-19.37,27.005,9.776,17.229,SN Ia,0.103,40.40872812,0.055
ZTF22aartmuz,646215300026016,SN2022ojt,22:57:34.70,+28:55:03.2,1774.92,r,18.5723,-18.89,26.15,8.376,17.774,SN Ia,0.06918,54.53572324,0.072
ZTF22aarsjvn,341205300006672,SN2022oio,22:23:37.63,-18:40:13.4,1793.8,g,18.8665,-21.81,47.902,26.958,20.944,SLSN-II,0.29,54.53572324,0.072
ZTF22aarrbne,727214400041240,SN2022oeg,19:17:21.00,+43:21:41.7,1776.84,r,18.5275,-18.69,24.834,10.966,13.868,SN Ia,0.062,54.53572324,0.072
ZTF22aarqrxf,533213200006012,SN2022npq,16:21:03.73,+14:50:54.7,1806.7,r,18.7562,-21.65,65.063,31.269,33.794,SLSN-I,0.26,54.53572324,0.072
ZTF22aarlppe,849214300033156,SN2022oci,18:56:44.18,+71:41:17.9,1773.92,r,18.6276,-18.76,17.547,11.055,6.492,SN Ia,0.067,54.53572324,0.072
ZTF22aarbard,490205300059049,SN2022nsm,20:17:44.90,+03:28:25.9,1772.94,r,18.3504,-17.65,18.092,9.464,8.628,SN Ib,0.0356,54.53572324,0.072
ZTF22aaqrszt,548205100002409,SN2022rgv,23:22:51.59,+11:25:33.8,1818.91,r,17.7366,-19.20,19.384,11.453,7.931,SN Ia,0.053,-45.86231072,0.152
ZTF22aaqhirm,587208300008619,SN2022ohi,17:33:45.11,+17:36:24.9,1770.71,g,18.7851,-19.20,19.005,8.378,10.627,SN Ia,0.087,54.53572324,0.072
ZTF22aaptcfi,1543211300034423,SN2022nrk,23:07:49.44,+08:29:26.3,1770.91,g,17.1602,-19.15,21.703,6.834,14.869,SN Ia,0.03968,-46.42493268,0.11
ZTF22aapqaqe,849206200033547,SN2022npv,18:53:28.60,+68:28:31.4,1788.79,r,17.3084,-17.93,226.398,29.184,197.214,SN IIP,0.02517,54.53572324,0.072
ZTF22aapmmtu,683209200037167,SN2022ojj,18:29:31.71,+35:05:24.3,1775.86,r,18.7575,-19.13,34.301,13.357,20.944,SN Ia,0.084,54.53572324,0.072
ZTF22aapmawo,678211300032962,SN2022nxg,15:37:06.50,+33:57:25.8,1762.83,g,18.9772,-19.45,19.321,5.33,13.991,SN IIn,0.106,53.92891887,0.075
ZTF22aapkbkl,647213200010054,SN2022odp,23:45:33.32,+29:38:25.9,1862.8,r,18.5102,-20.41,122.835,82.984,39.851,SN IIn,0.134,54.53572324,0.072
ZTF22aapaavr,629208200013628,SN2022niz,14:19:08.68,+25:23:50.7,1775.7,r,18.8052,-18.95,>25.882,18.852,>7.03,SN Ia,0.08,70.28568328,0.046
ZTF22aaozpun,679207300028086,SN2022nqo,16:05:11.37,+31:35:18.4,1766.8,g,18.7399,-19.40,23.446,8.563,14.883,SN Ia,0.093,47.88608519,0.075
ZTF22aaoxiux,875203300042545,SN2022ngs,16:46:10.87,+80:31:22.7,1763.82,r,17.7565,-18.15,23.202,6.82,16.382,SN Ia,0.033,31.73045495,0.159
ZTF22aaoxhuh,1855216400015913,SN2022ngt,16:07:44.62,+67:57:15.9,1772.91,r,18.9784,-15.78,>114.87,>20.1,>94.77,SN II,0.02,39.90143134,0.099
ZTF22aaotgrc,684214100053495,SN2022ngb,18:56:51.48,+36:37:07.8,1776.73,r,16.4819,-16.67,27.266,12.907,14.359,SN IIb,0.009,14.77948044,0.261
ZTF22aaoskwd,676206100010650,SN2022ndt,14:44:58.65,+32:35:01.3,1760.74,g,18.7794,-18.74,25.512,7.218,18.294,SN Ia,0.07109,64.86548204,0.049
ZTF22aaosjja,579209200009047,SN2022ncc,14:05:39.25,+20:38:28.3,1753.77,g,17.9409,-19.04,>28.02,>2.04,>25.98,SN II,0.0542,71.86179839,0.103
ZTF22aaorkwk,495212100029815,SN2022nbm,22:20:26.21,+05:59:30.6,1763.92,r,18.6819,-19.21,>29.03,>12.99,>16.04,SN Ia,0.078,-40.71200714,0.272
ZTF22aaoqfsm,864201100018629,SN2022nkq,17:28:20.50,+73:27:19.3,1763.81,r,18.4344,-18.59,26.161,10.165,15.996,SN Ia,0.056,31.80279209,0.115
ZTF22aaoolua,550209400030002,SN2022nmq,00:18:19.28,+19:23:44.2,1764.89,r,18.1691,-16.40,>23.441,>8.96,14.481,SN Ic,0.01808,-42.78916863,0.133
ZTF22aaonqcc,588214200061049,SN2022mzb,18:21:26.93,+22:06:59.7,1762.79,r,18.5126,-18.80,25.744,9.148,16.596,SN Ia,0.057,16.21580555,0.414
ZTF22aaolwsd,1596204200021703,SN2022mxv,23:51:05.12,+20:09:08.9,1765.96,r,16.0701,-18.01,45.837,12.925,32.912,SN II,0.01404,-40.5116987,0.204
ZTF22aaolvwv,444210100005008,SN2022njv,22:46:30.88,-01:15:39.5,1763.94,g,17.1956,-19.24,25.612,9.83,15.782,SN Ia,0.04,-50.4316655,0.198
ZTF22aaolhhl,1582212400034465,SN2022mya,17:21:08.05,+16:03:32.4,1759.8,r,18.17,-17.59,>19.748,>10.98,8.768,SN Ib,0.03,27.03139601,0.241
ZTF22aaolcan,822211400004668,SN2022nez,14:35:42.84,+62:30:27.7,1757.76,g,18.9196,-19.59,29.921,8.964,20.957,SN Ia,0.112,50.67285716,0.039
ZTF22aaojclr,480215100036786,SN2022mvc,15:30:12.55,+07:45:55.2,1753.83,r,17.4122,-18.60,>22.839,>5.98,16.859,SN Ia,0.03502,47.74496373,0.13
ZTF22aaoidkm,674207300006869,SN2022mzr,13:29:57.10,+31:43:21.3,1756.75,g,18.9751,-19.25,>19.308,>7.01,12.298,SN Ia,0.099,80.44366261,0.029
ZTF22aaohzok,378213200012583,SN2022mvb,16:02:09.38,-06:26:04.3,1756.84,r,17.2382,-18.77,>23.336,>9.07,14.266,SN Ia,0.03,32.9790505,0.532
ZTF22aaohmcv,631203400008695,SN2022mxe,15:32:45.40,+23:05:11.1,1756.84,r,18.2938,-18.86,22.965,9.063,13.902,SN Ia,0.059,53.41102577,0.132
ZTF22aaohilj,1678211400043756,SN2022myl,16:51:02.37,+30:39:52.3,1776.83,r,18.7594,-17.35,>65.509,>28.06,37.449,SN IIn,0.0371,38.05951733,0.093
ZTF22aaoewrn,635211200004895,SN2022mtp,17:26:12.47,+27:37:07.3,1753.8,g,18.6228,-19.42,23.359,8.243,15.116,SN Ia,0.086,29.86355237,0.138
ZTF22aaoemmz,1626204400004002,SN2022ncf,14:35:22.07,+19:10:10.0,1751.72,g,18.7414,-19.69,>26.393,>4,22.393,SN Ia,0.105,64.87759,0.095
ZTF22aaoelug,579216100038835,SN2022mzz,13:47:19.60,+21:49:58.7,1756.7,r,18.1108,-18.72,>30.488,>8.98,21.508,SN Ia,0.05237,76.2371894,0.06
ZTF22aanzrlh,681216100043761,SN2022mnz,17:03:30.90,+36:25:06.2,1755.77,g,16.023,-19.04,19.319,8.518,10.801,SN Ia,0.023,36.557687,0.067
ZTF22aanzbru,446203200032749,SN2022mmr,23:31:53.35,-05:00:43.7,1755.94,r,18.9521,-15.51,>88.97,>14.99,>73.98,SN II,0.0173,-60.8738791,0.125
ZTF22aanwibf,580201400014963,SN2022mma,14:39:01.49,+15:59:11.7,1786.74,r,15.8514,-20.29,>49.597,32.637,>16.96,SN IIn,0.038,62.69778581,0.073
ZTF22aankxcq,646202200033572,SN2022mgm,23:05:10.52,+23:28:11.1,1748.93,r,18.9572,-19.41,23.152,10.192,12.96,SN Ia,0.091,-33.26873156,0.433
ZTF22aanesux,724214400026473,SN2022mds,17:32:33.90,+43:16:27.1,1758.85,r,18.5669,-19.04,45.89,15.952,29.938,SN IIn,0.0745,32.08666755,0.051
ZTF22aamuuez,534207300001332,SN2022lpt,16:35:36.96,+10:42:23.9,1742.84,g,18.6294,-19.07,>18.96,>8.02,>10.94,SN Ia,0.072,34.97098078,0.179
ZTF22aamtomc,791215400010680,SN2022lxq,13:26:53.27,+57:27:53.0,1753.74,g,15.6536,-18.70,22.464,10.446,12.018,SN Ia,0.017,59.02153304,0.023
ZTF22aamssbr,756212300038778,SN2022lzn,12:42:59.26,+48:22:13.4,1742.8,g,18.4571,-17.15,26.651,7.691,18.96,SN II,0.03,68.69456414,0.035
ZTF22aamrkns,338201100016208,SN2022kye,21:01:47.87,-19:32:10.8,1756.89,r,18.6887,-17.68,62.505,21.52,40.985,SN II,0.041,-37.17513682,0.143
ZTF22aamrhna,391215400027689,SN2022lua,21:57:33.22,-07:44:20.1,1744.94,g,17.4541,-19.74,26.694,7.763,18.931,SN Ia,0.05938,-44.53963084,0.107
ZTF22aamjqvc,580214400011443,SN2018elp,14:31:19.00,+21:17:24.1,1749.72,r,17.865,-17.81,23.382,12.952,10.43,SN II,0.03,66.53510037,0.131
ZTF22aamgpzz,337211300040517,SN2022lmf,20:15:05.25,-16:19:45.3,1748.87,r,18.4737,-17.06,29.178,12.591,16.587,SN II,0.0265,-25.66191252,0.284
ZTF22aamfwtc,637208400054499,SN2022lod,18:21:41.60,+24:53:20.0,1737.83,g,18.3686,-19.23,>18.93,>5.98,>12.95,SN Ia,0.062,17.24107013,0.37
ZTF22aamfvrs,849201300031391,SN2022lmr,19:17:30.61,+65:50:01.7,1743.91,g,18.1902,-19.60,26.209,9.677,16.532,SN Ia,0.075,22.00364925,0.175
ZTF22aamdxkj,683204400044752,SN2022lnq,18:08:48.40,+30:06:35.4,1743.81,r,18.3961,-16.85,24.686,11.843,12.843,SN Ia,0.024,21.78576966,0.202
ZTF22aambnsg,796209400041043,SN2022lqo,17:35:02.67,+55:25:06.7,1741.91,g,18.364,-19.44,21.638,7.833,13.805,SN Ia,0.07836,32.73127434,0.112
ZTF22aambfit,535201300026241,SN2022ljt,17:18:20.96,+08:09:28.1,1742.88,r,18.8758,-19.15,>19.338,>12.02,7.318,SN Ia,0.08,24.37962592,0.371
ZTF22aambeqv,484203200050547,SN2022lkm,17:17:25.81,+02:31:15.3,1744.92,g,17.5629,-19.43,24.487,8.436,16.051,SN Ia,0.044,22.00104955,0.492
ZTF22aalzyzl,844202400020449,SN2022mai,13:18:04.23,+66:11:40.3,1740.7,r,18.6808,-19.00,>19.13,>8.01,11.12,SN Ia,0.07749,50.71411081,0.044
ZTF22aalyumh,476205100023180,SN2022lkt,13:55:47.19,+04:09:48.0,1738.69,g,18.1947,-19.54,>20.808,>7.89,12.918,SN Ia,0.077,62.37298673,0.081
ZTF22aalwnzj,761212400012611,SN2022lov,16:03:01.80,+48:16:45.7,1742.93,g,18.5357,-19.51,24.119,9.627,14.492,SN Ia,0.09,47.5143986,0.058
ZTF22aalwghb,432213100024762,SN2022lvi,17:15:45.77,+00:32:20.8,1742.77,r,18.291,-19.14,23.095,10.835,12.26,SN Ia,0.052,21.41463941,0.788
ZTF22aalwbgz,1525215100040170,AT2022lij,14:54:28.09,+11:06:34.8,1741.71,g,18.9124,-19.20,18.452,9.725,8.727,SN Ia,0.091,56.96439123,0.093
ZTF22aalvmic,635207300028985,SN2022lzm,17:25:37.58,+24:21:28.9,1747.83,g,18.3499,-19.23,25.095,8.035,17.06,SN Ia,0.068,28.98580048,0.184
ZTF22aaluvun,728211100009319,SN2022lnk,19:41:08.96,+42:10:40.0,1735.89,r,18.5349,-17.29,>13.95,>8,>5.95,SN Ia,0.028,9.45223545,0.49
ZTF22aalunvy,586216100009356,SN2022lfg,17:08:58.38,+21:53:03.7,1738.8,r,18.5501,-19.08,19.141,9.583,9.558,SN Ia,0.072,31.80383279,0.175
ZTF22aalsbwt,338206100007928,SN2022lrc,20:52:23.70,-17:39:17.0,1739.9,g,17.9019,-19.31,25.254,8.224,17.03,SN Ia,0.058,-34.42923717,0.166
ZTF22aalpfln,759214300033012,SN2022lag,14:58:00.89,+49:57:11.1,1739.84,g,18.4912,-19.45,23.713,11.735,11.978,SN Ia-91T,0.08628,56.77849889,0.047
ZTF22aallgci,391206100035690,SN2022kyn,22:05:38.81,-10:40:45.3,1742.9,r,18.228,-19.54,25.319,15.105,10.214,SN Ia,0.079,-47.73496917,0.096
ZTF22aalizik,636212300012684,SN2022kzz,17:50:04.82,+26:26:03.3,1737.83,g,18.6636,-19.68,27.529,10.112,17.417,SN Ia-91T,0.096,24.44442463,0.187
ZTF22aalfmec,1591205200043423,SN2022lfa,21:54:23.40,+15:09:15.5,1737.95,r,18.5388,-16.82,>25.631,>10.04,15.591,SN Ic,0.02453,-29.7358073,0.287
ZTF22aaldrem,375211100007809,SN2022lax,14:24:50.68,-08:45:10.5,1739.69,g,18.243,-18.95,20.994,11.41,9.584,SN Ia,0.058,47.57693243,0.156
ZTF22aakyrye,430209100020911,SN2022kuy,16:19:43.17,-00:59:00.5,1739.84,g,18.4535,-19.64,23.834,12.934,10.9,SN Ia,0.081,32.62672919,0.288
ZTF22aaksdvi,439203300049139,SN2022ktl,20:17:59.17,-06:17:59.9,1732.94,g,18.3506,-19.62,23.304,7.347,15.957,SN Ia,0.082,-22.09944758,0.168
ZTF22aakrimd,676213300017728,SN2022ktv,14:51:20.58,+35:38:47.4,1737.69,g,18.4464,-19.45,23.784,11.702,12.082,SN Ia,0.085,63.15413827,0.035
ZTF22aakqvzc,630210100010910,SN2022ktw,15:10:48.74,+27:39:01.6,1732.78,g,18.5847,-19.25,24.164,7.628,16.536,SN Ia,0.08,59.16203738,0.097
ZTF22aakquvw,324212400031864,SN2022kjl,14:02:02.24,-16:32:25.9,1730.73,r,17.9262,-17.95,>27.003,>5.96,21.043,SN Ia,0.03146,43.09282684,0.247
ZTF22aakqruk,820210200005890,AT2023znw,12:55:42.99,+63:20:48.3,1738.74,r,18.4078,-19.29,24.981,14.319,10.662,SN Ia,0.078,53.77490741,0.041
ZTF22aakpwqf,624204300042525,SN2022kmp,11:50:24.45,+22:42:48.9,1734.71,g,17.6157,-19.78,24.095,9.075,15.02,SN Ia,0.067,75.48819682,0.061
ZTF22aaknrtp,683205400013021,SN2022kkq,18:32:26.00,+31:52:49.1,1731.87,r,18.9456,-18.37,26.207,8.129,18.078,SN Ia,0.06,17.66339389,0.272
ZTF22aaknmbw,795215300008549,SN2022knz,16:14:19.41,+57:43:10.8,1730.87,g,18.9441,-18.17,>26.801,>7.04,19.761,SN II,0.06,43.34786295,0.026
ZTF22aaknhja,633207200004432,SN2022kie,16:26:43.33,+25:38:42.6,1734.77,r,18.5455,-18.86,25.42,10.948,14.472,SN Ia,0.0667,42.14149161,0.112
ZTF22aaknfly,723207300039329,SN2022kla,16:44:33.15,+38:55:03.2,1736.85,r,17.8095,-18.25,17.2,10.053,7.147,SN Ia,0.03711,40.58209618,0.041
ZTF22aaknczk,864214300034405,SN2022kia,16:51:21.85,+79:16:53.3,1734.81,g,18.4423,-19.41,26.194,10.917,15.277,SN Ia,0.08,32.06213769,0.116
ZTF22aakmtrc,529213200009785,SN2022kpa,14:28:50.64,+14:59:47.7,1734.74,r,18.7286,-19.20,>28.397,>10.94,17.457,SN Ia,0.086,64.31408858,0.066
ZTF22aaketce,481216400010995,SN2022kgd,15:50:43.84,+07:10:52.3,1727.84,g,18.3116,-19.44,>19.984,>8,11.984,SN Ia,0.077,43.10254078,0.094
ZTF22aakemmo,676206100019917,SN2022kdz,14:45:17.51,+32:38:54.8,1726.85,r,18.0701,-18.95,25.707,8.828,16.879,SN Ia,0.05723,64.79369495,0.049
ZTF22aakejxf,524202100033271,SN2022kbc,12:04:46.91,+09:26:17.8,1719.74,r,18.9804,-18.46,>16,>2.03,>13.97,SN Ia-91bg,0.0687,69.16114474,0.069
ZTF22aakbzzl,390210100031897,SN2022jyh,21:36:03.15,-08:11:38.3,1722.92,g,18.2765,-19.81,>19.727,>7.96,11.767,SN Ia,0.09,-40.142628,0.087
ZTF22aakaygk,533201100016532,SN2022kbm,16:25:18.32,+09:01:13.2,1723.86,g,18.2228,-17.54,>37.022,>9.05,27.972,SN II,0.03,36.49406559,0.164
ZTF22aakanzk,757210300002401,SN2022jzt,13:43:12.79,+48:23:10.8,1722.8,g,18.6061,-19.61,>24.211,>7.03,17.181,SN Ia,0.098,66.48265158,0.039
ZTF22aajsqdv,732210400039145,SN2022jsz,22:08:19.86,+41:15:10.4,1721.95,r,18.2832,-19.62,>24.957,>10.99,13.967,SN Ia,0.068,-11.88873274,0.651
ZTF22aajsdkt,1479210300062511,SN2022jtc,17:55:50.44,+01:20:08.1,1718.83,r,18.4317,-17.04,40.884,7.908,32.976,SN II,0.02,12.96532607,0.947
ZTF22aajryew,764212400038005,SN2022jte,18:00:11.06,+48:39:16.4,1717.85,g,17.7241,-19.15,>16.985,>6.89,10.095,SN Ia,0.05096,28.21071213,0.125
ZTF22aajrrzz,583205400025326,SN2022jut,16:05:50.02,+17:28:47.5,1723.86,g,17.5165,-18.48,17.44,10.323,7.117,SN Ia,0.03412,44.29540702,0.126
ZTF22aajpzwm,766214100037167,SN2022jsd,19:41:27.67,+51:15:45.7,1723.94,r,17.5937,-19.01,20.612,8.639,11.973,SN Ia,0.04364,13.59679183,0.264
ZTF22aajpgof,327202300026647,SN2022jsg,15:39:47.12,-20:09:52.7,1719.9,r,18.3714,-19.37,>26.741,>10.02,16.721,SN Ia,0.07,27.56893471,0.385
ZTF22aajowwt,325214300009697,SN2022kbn,14:43:26.35,-14:20:02.4,1717.77,r,18.3331,-18.21,>39.899,>7.93,31.969,SN II,0.04106,40.4254768,0.35
ZTF22aajnffd,627205200003320,SN2022jrq,13:45:29.92,+25:38:00.1,1722.8,g,17.824,-19.33,21.075,10.158,10.917,SN Ia,0.061,77.80643984,0.029
ZTF22aajlsrh,1480216200113349,SN2022jpw,18:08:45.69,+03:59:24.1,1734.94,r,17.3502,-18.70,>54.333,>26.07,28.263,SN II,0.031,11.30908775,0.5
ZTF22aajlruz,719214100020518,SN2022jsj,14:38:40.74,+43:44:51.5,1722.85,g,18.791,-19.26,23.555,11.624,11.931,SN Ia,0.09,62.76237066,0.057
ZTF22aajjlin,389216400040296,SN2022jqr,20:52:43.18,-07:15:08.4,1718.92,r,18.5249,-19.69,26.34,10.09,16.25,SN Ia,0.094,-30.21627907,0.171
ZTF22aajjawt,679215400041333,SN2022jps,16:10:14.45,+36:12:51.4,1710.93,g,17.6995,-17.70,>23.571,>1.99,21.581,SN II,0.027,47.20785035,0.059
ZTF22aajivyw,1528203300034401,SN2022jnh,16:11:36.70,+04:52:56.6,1713.92,g,18.3717,-18.03,>32.003,>6.09,25.913,SN IIP,0.04,37.46610407,0.173
ZTF22aajijjf,478206300007150,SN2022joj,14:41:40.06,+03:00:24.3,1722.82,g,15.8462,-19.84,21.007,8.049,12.958,SN Ia,0.03,54.27688868,0.099
ZTF22aajigho,480214400013593,SN2022jnm,15:39:07.81,+06:46:34.0,1719.84,r,18.1342,-19.44,24.833,9.907,14.926,SN Ia,0.07086,45.34609817,0.147
ZTF22aajhyin,475208200013265,SN2022jnq,13:04:29.88,+03:40:19.9,1714.71,r,18.3989,-17.22,39.581,6.026,33.555,SN II,0.03,66.33724632,0.063
ZTF22aajhlat,860212200002562,SN2022jnv,09:23:35.62,+77:37:16.1,1715.76,g,18.1517,-19.51,>17.957,6.917,>11.04,SN Ia,0.076,34.2600151,0.048
ZTF22aajhkvu,630213300038059,SN2022jnx,15:12:51.16,+28:39:31.1,1715.78,g,17.7081,-19.40,21.967,7.949,14.018,SN Ia,0.05828,58.82955554,0.075
ZTF22aajhkpo,670205200033997,SN2022joy,11:43:15.17,+32:51:08.7,1714.69,r,18.4898,-17.35,>34.01,>5.96,>28.05,SN II,0.03333,74.18953767,0.059
ZTF22aajhiri,369209100016595,SN2022jny,11:49:44.92,-08:40:42.6,1715.75,g,18.0229,-19.42,>29.963,8.003,>21.96,SN Ia,0.064,51.19779571,0.177
ZTF22aajezaq,797210100040324,SN2022jhq,18:05:02.76,+56:16:00.9,1719.84,r,16.2147,-18.79,19.413,11.234,8.179,SN Ia,0.02201,28.59246534,0.138
